,Recipe ID,Ingredients
153,FRE_19,"['For french toast:', '2  eggs', '2 tsp sugar', 'Vanilla essence (to flavour)', '1 cup milk', '4 pcs bread', '50 gms butter', 'for garnishing honey', 'to taste frozen blue berries', 'For musk melon salad:', '1  musk melon', '250 gms red and green grapes', 'to taste frozen strawberries', 'to taste mint leaves', '50 gms walnuts', '1 tsp pumpkin seeds', 'Honey (to drizzle)', '1 tsp olive oil']"
154,FRE_20,"['Frozen yogurt', 'Fresh fruits', 'Museli', 'Almond cranberry crunch']"
155,FRE_21,"['250 gm chicken liver', '1 chopped onion', '1/2 tsp garlic paste', '1 bay leaf', '100 gm butter', 'Salt and pepper to taste', '1 Tbsp chopped garden herbs']"
156,FRE_22,"['bananas', '150 gm sugar', '200 ml orange juice', '50 gm butter', '1 tbsp cinnamon, roasted', '1 Tbsp cardamon', 'For Garnishing:', 'Orange zest', 'Raisins', 'Pistachio', 'Brown sugar']"
157,FRE_23,"['30 gm butter', '200 gm onions', '200 gm potatoes', '200 gm leeks', '2-3 cups vegetable stock', '4-5 Tbsp cream', 'Salt - to taste', 'Pepper - to taste', 'Bacon - for garnishing']"
158,GRE_01,"['5 pcs Prawns with tail', '80 gms  River sole fish slice', '10 ml  Olive oil', 'For café de Paris butter:', '50 gms  Unsalted butter', '1/2 tsp  Dijon mustard', '1  Garlic clove, crushed', '10 gms  Finely chopped chives', '25 gms  Finely chopped parsley', 'A dash of   Worcestershire sauce', 'Lemon juice of half lemon', '10 gms  Grated parmesan cheese', 'to taste Salt and pepper', 'For chimichurri sauce:', '60 ml  Olive oil', '10 ml  Red wine vinegar', '40 gms  Chopped parsley', '3  Garlic cloves, finely chopped', '1 small  Red chili, deseeded and finely chopped', '1/2 tsp  Dry oregano', '1/2 tsp  Sea salt', '1/4 tsp  Freshly crushed black pepper']"
159,GRE_02,"['120 gm  Chicken thigh', '10 gm  Rosemary', '5 gm  Thyme', '25 gm  Paprika powder', '5 gm  Salt', '5 gm  Pepper', '100 gm  Hung curd', '25 gm  Cucumber', '20 gm  Mint', '5 gm  Salt', '5 gm  Pepper', '3 gm  Black olive', '25 gm  Iceberg', '20 gm  Jalapeno', '20 gm  Onion', '20 gm  Tomato', 'Pita bread for gyros:', '250 gm  Flour', '100 ml  Milk', '5 gm  Yeast', '5 gm  Salt', '20 gm  Sugar']"
160,GRE_03,"['100 ml  Honey', '50 ml  Water', '50 ml  Orange Juice', '60 gm  Sugar', '3  Eggs', '100 ml  Honey', '113 gm  Butter', '50 gm  Yogurt', '3 ml  Vanilla Essence', '3 ml  Almond Essence', '150 gm  Flour', '105 gm  Almond Flour', '10 gm  Orange Zest', '40 gm  Baking Powder']"
161,GRE_04,"['800 gms cream cheese', '500 gms icing sugar', '8 nos egg yolk', '15 gms corn flour', '15 gms refined flour', '200 gms fresh cream', 'Few drops of vanilla essence', '150 gms cookie crumbs', '75 gms butter']"
162,GRE_05,"['12  biscuits', '3  mangoes', '400 gms cream cheese', '1 cup castor sugar', '1/2 cup butter, melted', '1 tbsp gelatin']"
163,GRE_06,"['For Pizza Base:', '1 cup Pizza Flour', '1/2 tsp Yeast', '1/2 tsp Salt', '1/5 cup Water', '1 tsp Sugar', '1 tbsp Olive Oil', 'For Pizza Topping:', '1/2 cup Pizza Sauce', '2/3 cup Pizza Cheese', '1/2 tsp Chilly Flakes', '1/2 tsp Fresh Oregano', '1/4  Avocado', '1/4 cup Zucchini Green/Yellow', '1/2  Bell Pepper Red/Yellow', '4  Mushrooms', '2  Black Olive', '2  Green Olive']"
164,GRE_07,"['Ingredients:', '60 ml of vodka', '20 ml of lime juice', '4 slices of fresh cucumber', '90 ml of apple Juice', '3 sprig of fennel', '4 sprig of coriander leaves']"
165,GRE_08,"['2 thinly sliced large eggplant/ brinjal', '1 tsp oil', '1/4 tsp salt', 'For the vegetable layer:', '50 gms baby corn, sliced', '50 gms chopped red capsicum', '100 gms mushrooms, sliced', '2 cloves of garlic, finely chopped', '1/2 tsp green chilli, chopped', '1/2 tsp celery stalk, finely chopped', '1 Tbsp refined flour', '1/2 cup milk', '1/2 tsp dried mixed herbs', '1 tsp oil', '1/4 tsp salt', 'For the tomato sauce:', '100 gms tomato concasse', '2 bay leaves', '1/2 tsp black peppercorn', '50 gms onions, chopped', '1 tsp garlic, chopped', '50 gms capsicum, de-seeded, cubed', '2 Tbsp tomato puree', '1/2 tsp dried oregano', '1 tsp olive oil', '1/4 tsp salt']"
166,GRE_09,"['1 medium cucumber, peeled and cut into triangles', '2 medium tomatoes, cut into triangles', '2 medium onions, cut into quarters and layers separated', '1 small green capsicum, cut into triangles', '1 small yellow bell pepper, cut into triangles', '1 small red bell pepper, cut into triangles', '6-8 black olives, seeded', '20 gm feta cheese, cut into cubes', '5-6 lollo rosso lettuce, torn', 'For the dressing:', '2 Tbsp lemon juice', '1 tsp chopped fresh oregano', '1/2 Tbsp white wine vinegar', '1 tsp chopped garlic', 'Salt to taste', '1 tsp black pepper powder', '1 Tbsp olive oil', '2 Tbsp chopped fresh parsley']"
167,GRE_10,"['2 packs of defrosted filo pastry', '1 egg', '1/2 cup milk', '1/2 tsp nutmeg', 'Salt and white pepper to taste', 'For the filling:', '1.5 cup chopped spinach', '3-4 Tbsp breadcrumbs', '2 Tbsp grated Emmental cheese', '4 Tbsp feta cheese or cottage cheese', '2 tsp pine kernels', '1 tsp chopped garlic', '1 tsp nutmeg powder', '2 Tbsp olive oil', 'Salt and pepper to taste']"
168,GRE_11,"['2 Cups Cream cheese', '6 cups Whipped cream', '2 tbsp Gelatin', '3/4  Fresh milk', '4  Egg yolks', '1 cup Sugar', '2 tbsp Vanilla essence', '2 tbsp Lime juice', '1 cup Digestive biscuits (crushed)', '3 tbsp Butter, melted', 'For the topping:', '1/2 cup Blueberry filling', '1 tbsp Gelatin', '2 cups Water']"
169,GRE_12,"['2  Chicken breasts', '1 cup Spinach leaves (slightly steamed)', '1 tsp Onion, chopped', 'Olive oil', 'A pinch of Nutmeg', '1 tsp Pink peppercorn', '1/2 cup Chicken stock', '20 ml White wine', '1/2 tsp Minced garlic', '3  Saffron threads, soaked', '1  Fresh rosemary sprigs', 'For seasoning  Salt and pepper']"
170,GRE_13,"['250 Gram Watermelon planks', '1 tsp Light soy sauce', '1 stalk  Spring onions', '6-7  Black olives', '50 gram Feta cheese', 'to taste Black salt', '1 tsp Parsley, chopped', '3-4  Cherry tomatoes', '2 tsp Pumpkin seeds', '1/2 tsp Chaat masala', '2 tsp Olive oil', '1/3 tsp Oregano leaves', 'A pinch of Lemon zest', '1 tsp Lemon juice', '1 tsp Sugar']"
171,GRE_14,"['For the Bolognese:', '1/2 kg minced meat', '2 Tbsp onions - chopped', '5 tomatoes - chopped', '1/2 cup dry white wine', '1 cinnamon stick', '5 cloves', '1/4 tsp nutmeg - ground', '2 Tbsp parsley - chopped', 'Salt', 'Pepper', 'For the eggplants:', '750 gm eggplants - cut in roundels and roasted', 'Olive oil, to brush', 'For the bechamel sauce:', '1/2 cup butter', '300 gm flour', '1 egg', '1 liter milk', '3-4 Tbsp Parmesan cheese', 'Salt', 'Nutmeg powder, a pinch', 'Other ingredients:', '1/2 cup Parmesan cheese - grated', '1 cup breadcrumbs', 'Olive oil to brush baking dish']"
172,GRE_15,"['2 Medium Aubergines', '1 Medium Onion, sliced', '1 tsp Ginger, grated', '1 Medium Tomato, chopped', '1 Medium Green pepper, chopped', '1 Medium Orange pepper, chopped', '2 Tbsp Vegetable oil', '1  Garlic clove (crushed)', '1/4 tsp Turmeric powder', '1 tsp Chilli powder', '1 tsp Salt', '1 tsp Coriander powder', '350 Gram Lamb (minced)', '2 Tbsp Fresh coriander, chopped', 'Garnish with:', '1/2  Onion, sliced', '2  Cherry tomatoes (quartered)', 'Fresh coriander sprigs']"
173,IND_01,"['1.5 Cup Ghee', '400  gram Onion', '600 gram Lamb shanks', '1 tsp Oil', '1 tsp Chilli powder', '1 tsp Garam masala', '1 tsp Turmeric', '2 tsp Ginger and garlic paste', '3/4 cup Water', '1 tsp Black Cumin seeds', '2  Bay leaves', '35 gram Almonds', '25 gram Raisins', '1/2 cup Curd', '1/2 cup Milk', '1  Lemon', 'Mint Leaves, finely chopped', '20 gram Coriander leaves, finely chopped', '2  Green cardamom', '4 tbsp Rose water', '400 gram Basmati Rice', '1  Black cardamom', '1  Star anise', '4  Cloves', '2  Cinnamon stick']"
174,IND_02,"['1/2 kg mutton', '4 tablespoons raw papaya paste', '2 tablespoons ginger-garlic paste', '2 onions, sliced', '1 cup yogurt', '4 tablespoons chironji seeds', '7-8 almonds, soaked', '7-8 cashews, soaked', '2 tablespoon mint leaves, chopped', '2 tablespoon coconut, grated', 'Oil (as per requirement)', '3 green chillies, slit', 'Salt (as per taste levels)', '1/2 teaspoon turmeric powder', '1 tablespoon red chilli powder', '1 tablespoon garam masala powder', '1 tablespoon lemon juice', 'Salt (as per taste)', 'Water (as required)']"
175,IND_03,"['1 1/2 cup rajgira seeds', '4 tsp ghee', '1 cup gud', '1/4 cup chopped almonds', '1/4 cup chopped cashew nuts', '1/4 cup chopped pistachios', 'A pinch of cardamom powder', '2 tsp coconut oil']"
176,IND_04,"['3 cups thick yoghurt, whisked', '1 medium onion, finely chopped', '2 tablespoon mustard oil', '2 teaspoons mustard seeds', '2 teaspoons cumin seeds', '10-12 garlic pods, finely chopped', '2 green chilis, slit from between (as per taste levels)', 'Hing', 'Dry herbs', '1 teaspoon turmeric powder', '½ tablespoon sugar', 'Salt (as per taste levels)', 'Chopped coriander leaves (for garnish)', 'Slivered ginger']"
177,IND_05,"['For idlis -', '2 Cups rice', '1 Cups urad dal', '1 medium-sized beetroot, chopped', 'Oil for greasing idli plates', 'For frying –', '1 Medium onion, finely chopped', '2 green chillies, slit from middle', '1 tsp cumin seeds', '1/2 tsp mustard seeds', '1/2 tsp turmeric powder', 'Garam masala (optional)', 'Red chilli powder (as per taste levels)', 'Hing', '2-3 Tbsp ghee/oil', '5-6 curry leaves']"
178,IND_06,"['400 gms chicken', '1 medium onion, chopped', '1 tsp haldi', '2-3  cloves', '1/4  tsp fennel seeds', '1/2 tsp red chilli powder', '1/4  tsp coriander seeds', '1/4  cup yogurt', '1/4  cup milk', '2  elaichis', '1/2 inch  cinnamon stick', '3-4  green chillies', '2-3  garlic cloves, minced', '1/2 inch  ginger, minced', '2 tbsp mustard oil', 'Salt, to taste', 'Coriander leaves, for garnish']"
179,IND_07,"['1 Litre full cream milk', '1/2 cup grated coconut', '1/2 cup khoya', 'Sugar (as per desired levels)', 'Cashews', 'Cardamom', 'Chopped almonds and pistachios', '10 saffron strands (kesar)', 'Rose petals (for garnish)']"
180,IND_08,"['400 g chicken curry', '1 chopped onion', '2-3 green chillies', '1 tsp red chilli powder', '1 tsp coriander powder', '1 tsp jeera', '1/4 tsp haldi', '80 g gongura leaves', '2 tbsp coriander leaves', '2 tbsp oil', '1 tbsp ginger-garlic paste', 'Salt, to taste']"
181,IND_09,"['For mutton:', '1 kg mutton', '2 tablespoon ghee (clarified butter)', '2 dalchini sticks (cinnamon)', '2 tez patta (bay leaves)', '2 large onions or 4 medium onions', '1/2 cup dhaniya (coriander)', '1 teaspoon haldi powder (turmeric)', '2 tablespoons red chilli powder', '2 tablespoons coriander powder', '1 1/2 teaspoons of ginger-garlic paste', '2 cups whisked curd', 'Salt (as per taste levels)', 'Water (as per requirement)', 'For preparing shaljam gosht:', '2 tablespoons of ghee', '5 shaljams (turnips)', '1 teaspoon of jeera (cumin seeds)', '2 tablespoons of chopped ginger', '4 green chilies', '3 elaichis (black cardamom)', '2 tablespoons of butter', 'Salt (as per taste levels)']"
182,IND_10,"['4 tomatoes (medium-sized)', '5-6 dried chilies', '2 tablespoons chana dal (chickpea lentils)', '2 tablespoons urad dal (black lentils)', '1 teaspoon Sarson seeds (mustard seeds)', '1 teaspoon salt', '1 teaspoon jeera (cumin)', '16 methi seeds (fenugreek seeds)', '1 teaspoon hing (asafoetida)', '20 curry leaves', '1 teaspoon Imli juice (tamarind)', '1/2 teaspoon haldi (turmeric)', '3-4 cloves garlic', '2-3 tablespoons of water']"
183,IND_11,"['250 Gram fresh okra (vendakkai), washed and chopped', '1 cup grated coconut', '1 gram onion', '2  tomatoes', '2  green chillies, slit', '1 tsp mustard seeds', '1 tsp urad dal (black gram)', '1 tsp cumin seeds', 'A pinch of asafoetida (hing)', '1/2 tsp turmeric powder', 'Curry leaves', 'Coriander leaves for garnish', 'Salt to taste', '2 tbsp cooking oil']"
184,IND_12,"['For Marination:', '2 Cups boiled chole/chickpeas', '1.5 Cups dahi/yoghurt', '2 Tbsp ginger-garlic paste', '1 Tbsp methi/fenugreek seeds', '2.5  garam masala', '1.5 Tbsp haldi/turmeric powder', '1.5 Tbsp dhaniya/coriander powder', '2 tsp red chilli powder', '1 tsp chaat masala', 'For Tikka Gravy:', 'Oil/Butter (as per your preference)', '2 roughly chopped Tomatoes', '2 Tbsp sugar', '3 roughly chopped onions', '5-10 soaked   cashews', '2 Tbsp ginger-garlic paste', 'Solid spices – cloves, bay leaves, star anise', '1 Tbsp jeera/cumin powder', '1 Tbsp garam masala', '1.5 Tbsp haldi/turmeric powder', '1 tsp dhaniya/coriander powder', 'Red Chilli powder (as per spice levels)', 'Salt', '1 Cup heavy cream']"
185,IND_13,"['1 Cup idli rice', '1/2 cup urad dal', '1/2 tsp fenugreek seeds', 'Salt, to taste', '1/2 cup palak, chopped', '1/2 cup paneer, grated', '1/2  onion', '1  small green chilli, finely chopped', '1/2 tsp ginger, grated', 'Oil, as required']"
186,IND_14,"['1 Cup besan (gram flour)', '2 cups yogurt', '4 cups water', '1 tsp cumin seeds', '1/2 tsp fenugreek seeds', '1/4 tsp asafoetida', '1 tsp turmeric powder', '1 tsp red chili powder (adjust to taste)', 'Salt to taste', '1 cup pakoras (onion besan fritters)', 'For Tadka (Tempering):', '2 tbsp ghee (clarified butter)', '1 tsp mustard seeds', '1 tsp cumin seeds', '2 dried red chilies']"
187,IND_15,"['1 Cup urad dal', '1  onion, finely chopped', '2  tomatoes, chopped', '2  green chilies, finely chopped', '1 tsp cumin seeds', '1/2 tsp turmeric powder', '1/2 tsp red chili powder', '1 tsp garam masala', 'Salt to taste', '2 tbsp oil or ghee', 'Fresh coriander leaves for garnish', '1 tsp lemon juice']"
188,IND_16,"['1 Cup Mix of chana, green moong and toovar dal', '1 tsp Turmeric powder', '3-4  Green chilli, slited', 'To taste Salt', '2 Tbsp Onion, chopped', '1/2 tsp Ginger, chopped', '1/2 tsp Garlic, chopped', '1 tsp Cumin seeds', '2  Whole red chillies-', '1 tsp Hing', '1/2 tsp Garam masala powder', '1 Tbsp Mustard oil', '1 tsp Ghee', 'Freshly chopped coriander  - to garnish']"
189,IND_17,"['300 gms Carrot Skin Peel', '300  Beetroot Skin Peel', '125  Mava', '125  Sugar', '25  Desi Ghee', '15  Cashewnuts', '1  Cardamom Powder', '10  Raisin', '7  Almond Flakes', '50  Milk']"
190,IND_18,"['200 gms Multi grain', '150 gram Jaggery', 'A pinch of Green cardamom powder', '20 gram Ghee', 'For garnish  Dry Fruits']"
191,IND_19,"['20 gms Cashew', '20 gram Almonds', '20 gram Pistachio', '400 gram Paneer', '180 gram Full Fat Milk', '1 medium spoon   Green Cardamom Powder', '171 gram Sweet Condensed Milk', 'For Garnish', '6 gram Pistachio', '10 gram Almonds']"
192,IND_20,"['For the mutton:', '350 gram mutton', '1 tsp ginger, chopped', '1 tsp garlic, chopped', '1/2 tsp haldi', '1  green chill, chopped', '1/4 cup shallots', '8-10 curry leaves', 'Water, as required', 'Salt, to taste', 'For the curry:', '2-3 tbsp coconut oil', '1 tsp red chilli powder', '¾  cup sliced onions', '1 tsp grated ginger', '3-4  garlic cloves, chopped', '8-10 curry leaves', '¼  cup tomatoes', '1 tbsp fresh coconut, sliced']"
193,IND_21,"['2 Cups Yoghurt', '1 Cup Condensed Milk', '1/4 tsp Cardamom Powder', '2 Tbsp Saffron Milk', '2 Gram Nuts']"
194,IND_22,"['2 Cups atta', '1/2 tsp ajwain', '2 tsp oil', 'Water, for kneading', 'Salt, to taste', '3 tsp coriander seeds', '1 tsp fennel', '1 tsp pepper', '1/2 tsp haldi', '1/2 tsp amchoor powder', '2 dry red chillies', '1/2 tsp methi', '1 tsp cumin', 'Ghee, as required']"
195,IND_23,"['1 Cup Ragi flour', '1/2 cup wheat flour', '1/4 cup finely chopped onions', '1/4 cup finely chopped coriander leaves', '1-2  green chillies, finely chopped (adjust according to your spice preference)', 'Salt to taste', 'Ghee or oil for roasting']"
196,IND_24,"['2  eggplants', '1 tbsp oil', '1 tbsp ghee', '1 tbsp garlic, chopped', '1 inch ginger, chopped', '1  green chilli, chopped', '2  onions, chopped', '2  tomatoes, chopped', '1 tsp red chili powder', '1 tsp turmeric powder', '1 tsp coriander powder', '1 tsp cumin powder', '1 tsp Punjabi garam masala', 'Salt to taste', 'Fresh coriander for garnish']"
197,IND_25,"['2 Large brinjals (baingan)', '1 cup toor dal', '1 small piece of tamarind', '2  tomatoes, diced', '2 tbsp sambar powder', '1 tsp mustard seeds', '1/2 tsp fenugreek seeds', '10-12  curry leaves', 'A pinch of asafoetida (hing)', '2 tbsp vegetable oil', 'Salt to taste', 'Water, as needed']"
198,IND_26,"['1 Cup all-purpose flour (maida)', '1/2 cup jaggery (gur), grated or chopped', '1/4 cup milk', 'A pinch of cardamom powder (elaichi)', 'A pinch of fennel seeds (saunf)', 'Ghee (clarified butter) for frying', 'Chopped nuts (like almonds and pistachios) for garnish']"
199,IND_27,"['11/2 Cups Sattu', '2  All purpose flour', '1 tsp Fennel Seeds', '1 tsp Cumin', '1 medium Onion, finely chopped', '1 tbsp Green chilli and ginger paste', '1 tsp Red chili powder', '1 tsp Coriander Powder', '1/2 tsp Turmeric', 'to taste Salt', '1/2 tsp Chaat masla', '1 tsp Aamchoor powder', '1 tsp Carom Seeds', '1 tbsp Lemon Juice', '3 tbsp Ghee', 'Oil for Frying']"
200,IND_28,"['1/2 Cup chana dal', '2 Tbsp toor dal', '1 Tbsp rice', '1 Cup spinach', 'A handful of coriander leaves, chopped', 'A handful of curry leaves', '2 green chillies', '1-inch ginger, chopped', '1 tsp fennel seeds', 'A pinch of hing', 'Oil, for frying', 'Salt, to taste']"
201,IND_29,"['1/2 Cup besan', '2 cups dahi', '1 cup vegetables of your choice, diced', 'Salt as per taste', '1/2 tsp Kashmiri red chilli powder', '1/2 tsp haldi', '1/2 tsp hing', '1 tsp jeera', '1 tsp dhania powder', '2 whole red chilli', '1 tbsp garlic , chopped', '1.5 tsp coriander leaves, chopped']"
202,IND_30,"['2 Cups wheat flour', 'A pinch of salt', '1 cup grated cheese (use your favourite variety)', '2-3  fresh green chillies, finely chopped', '3-4 fresh crushed or grated  garlic cloves', 'A pinch of salt', 'A pinch of red chilli powder', 'A pinch of cumin powder', 'Ghee for cooking the parathas']"
203,IND_31,"['1  rice', '3/4  chana dal', 'Salt, to taste', 'Water, as required', 'Oil, for cooking']"
204,IND_32,"['4 Cups kurmura (puffed rice)', '2  onions, finely chopped', '4  green chillies, finely chopped', '1  tomato', '2 tbsp tamarind pulp', '1 tbsp jaggery powder', '1/2 tsp mustard seeds', '1/2 tsp cumin seeds', '¼  tsp asafoetida (hing)', '1 tsp turmeric powder', '1/2 tsp chilli powder', '1 cup roasted chana dal (dalia) powder', '1/2 tsp hot water', '1 tbsp roasted peanuts', '1 tsp coriander leaves', '1 tsp lemon juice', '1 tbsp oil', 'Salt to taste', 'Sev for garnish']"
205,IND_33,"['2 Cups Wheat Flour', '11/2 Cup Gud', '1/4 tsp Cardmom Powder', 'A pinch of Nutmeg Powder', '11/2 Cup Desi Ghee', '1 Cup Oil']"
206,IND_34,"['2 Cups toor dal 50', '500 gram finely grated jaggery', '1 tsp cardamom powder', '1.5 cup finely grated coconut', '350 gram maida', '7 tsp of oil (or as required)', 'A pinch of salt', '1 tsp turmeric']"
207,IND_35,"['1 Cup whole wheat flour (atta)', 'Assorted vegetables (carrots, peas, beans, etc.)', '2 tbsp ghee (clarified butter)', '1 tsp cumin seeds', '1/2 tsp turmeric powder', '1/2 tsp cumin powder', '1/2 tsp coriander powder', 'Salt to taste', 'Water']"
208,IND_36,"['1 Tbsp Ghee', '50 gram Peanut Butter', '40 gram Jaggery', '10 gram Green Cardamom Powder', '100 ml Water', '1/2 tsp Salt', '100 gram Rice flour', '50 gram Fruit Jam']"
209,IND_37,"['1 bowl   Idli batter', 'Salt, as per taste', '2 tsp ghee', '1 spring curry leaves, chopped', '1/2 tsp hing', '1/2 tsp dry ginger powder', '1 tsp cumin seeds', '1  black peppercorn', '2-3  Green Chillies, chopped', '1 tsp soaked chana dal']"
210,IND_38,"['300 gms paneer, cubed', '2 cups rice', '1 tbsp oil', '1-2 tbsp lemon or green chilli pickle', '4-5  black peppercorns', '1 tsp jeera', '1 tsp fennel seeds', '1 tsp nigella (kalonji) seeds', '1  green bell pepper, chopped', '1  yellow bell pepper, chopped', '1  red bell pepper, chopped', '1/2 cup curd', '1 tsp red chilli powder', '1/2 tsp haldi', '1-2  bay leaf', '3-4 cups water', 'Salt, to taste', 'Coriander leaves, for garnish']"
211,IND_39,"['For batter:', '2 cups rice', '1/2 tsp urad dal', '3 tsp chana dal', '1 tsp methi seeds', 'Salt, to taste', 'For aloo masala:', '1 tbsp coconut oil', '1 small onion, chopped', '2  green chillies, split', '2  potatoes, cooked and mashed', '1 tsp methi seeds', '1/2 tsp haldi', '1/2 tsp urad dal', '1/2 tsp chana dal', '1/2  ginger, chopped', '1 sprig of curry leaves', 'Salt, to taste', 'For Mysore masala:', '2-3 tsp butter', '2 tbsp onion, chopped', '2 tbsp capsicum, chopped', '2 tbsp carrot, grated', '1 tsp  red chilli powder', '1/2  tomatoes, chopped', '2 tsp pav bhaji masala', 'Salt, to taste', 'Processed cheese, grated (as required)']"
212,IND_40,"['Potato parbioled and peeled 1 medium', 'Beetroot parbioled and peeled 3 medium', '1/2 cup Sugar', '125 gram Mawa (khoya)', '1/4 tsp Green cardamom powder', '3/4 cup Milk', '3 tbsp Pure ghee', 'Almonds blanched, peeled and slivered']"
213,IND_41,"['1 Cup whole wheat flour (atta)', '1/4 cup rice flour', '1/2 cup mixed vegetables (carrots, bell peppers, onions, etc.), finely chopped', '1-2  green chillies, finely chopped', 'A handful of fresh coriander leaves', 'A pinch of asafoetida (hing)', '1/2 tsp cumin seeds', 'Salt to taste', 'Oil or ghee for cooking']"
214,IND_42,"['1/2 Cup masoor dal', '1/2 cup toor dal', '1/2 tsp turmeric powder', '2 tbsp ghee', '1 tsp ginger garlic paste', '1/2  tomato, chopped', '1 tsp coriander powder', '1 tsp cumin powder', '1 tsp red chilli powder', '3-4 tbsp dahi', '1 tsp kasuri methi', '1 tsp coriander leaves', 'Salt, as per taste', 'Sugar, as per taste']"
215,IND_43,"['1 Cup atta', '1 cup mixed vegetables, boiled', '1 tsp roasted jeera powder', '1.5 tsp black pepper powder', '1 tsp lemon juice', '1 tbsp onion, chopped', '2  green chillies, finely chopped', '1 tsp coriander leaves', 'Black salt and salt, as per taste', '1/2 tsp oil']"
216,IND_44,"['2  Raw Bananas, peeled', '1/4 tsp Red Chili Powder', '1/4 tsp Black Pepper', '1/4 tsp Chaat Masala', 'to taste Salt', '2 tsp Oil', 'A pinch of Roasted cumin powder']"
217,IND_45,"['1 Cup masoor dal', '2-3  green chillies', '2-3  garlic cloves', '1-inch ginger,, chopped', '1 small onion, sliced', '1/2 tsp black pepper powde', '1/2 tsp red chilli powder', '3 tbsp mustard oil', '1 tsp jeera powder', 'Salt, to taste', 'A handful of coriander leaves']"
218,IND_46,"['6  ghee', '100 gram gond / dinka / edible gum / anutu', '2 tbsp cashew / kaju, chopped', '2 tbsp almonds / badam, chopped', '2 tbsp raisins / kishmish', '1½ cup dry coconut / kopra,', '2 tbsp poppy seeds / khus khus', '¾  cup dry khajur / chuara / dry dates, seedless', '¼  tsp cardamom powder / elachi powder', '¼  tsp nutmeg powder / jaiphal powder', '1 cup jaggery / gud', '2 tbsp water']"
219,IND_47,"['500 Ml milk', '1-1.5  tbsp lemon juice', '1 tsp cocoa powder', '1 tbsp semi-sweet chocolate chips', 'Chocolate chips (to garnish)']"
220,IND_48,"['1 Cup makki atta', 'Water, as required', 'Salt, to taste', '100 gram arbi', '1 small onion, chopped', '2 tbsp dry methi, chopped', '1/2 tsp garam masala', '1 tsp red chilli powder', '1 tsp fennel seeds', '1 tsp amchur powder', 'Desi ghee, as required']"
221,IND_49,"['1 Cup Rice', '1/4 cup Urad Dal', '1/4 tsp Fenugreek Seeds', '1/2 tsp mustard seeds', '6-7  curry leaves', 'to taste salt', '1 tbsp oil', '1 medium Onion, finely chopped', '2  green chillis, finely chopped', '1 tbsp Coriander Leaves, finely chopped']"
222,IND_50,"['For Idli:', '2 cups idli rice (parboiled)', '1 cup urad dal', '1 tsp fenugreek seeds', 'Salt to taste', 'For Coconut Sauce:', '1 cup coconut , grated', '2  green chilies, chopped', '½ inch ginger, chopped', '1/2 tsp mustard seeds', '1/2 tsp urad dal', '8-10  curry leaves', '1 tbsp vegetable oil', 'Salt to taste', 'Water, as needed']"
223,IND_51,"['1 Cup long grain rice', '1  large onion, thinely sliced', '2 tsp garlic, finely chopped', '2 tsp ginger, finely chopped', '1  cinnamon stick', '2  cardamom pods', '4  cloves', 'Ghee and oil, as needed', 'Salt, as per taste', 'sugar', 'Water']"
224,IND_52,"['1 कप मखाना', '500 ml (मिली.) दूध', '3 टी स्पून घी', '3-4 टुकड़े हरी इलायची', 'काजू 10-12 पीस (ब्लांच और स्लाइस किए हुए)', '4-5 टुकड़े किशमिश', '100 ग्राम चीनी', 'केसर के रेशे 3-4 पीस']"
225,IND_53,"['1  sugar', '1/2 लीटर water', '200 ग्राम white flour', '1/3 टेबल स्पून vinegar', '4 टेबल स्पून oil', '1 टी स्पून flavour extract of choice', '2 drops of pink food colouring or any other of choice', 'Food colouring of choice', 'Pistachios/ Saffron for garnish']"
226,IDO_01,"['1 bowl of cooked rice', '1/2 onion, chopped', '2 garlic pieces, chopped', '100 gm chicken, finely chopped', '2 eggs', '1 carrot, grated', '1/2 cabbage, chopped', '10-12 bokchoy leaves', 'Spicy paste - (made from garlic, shrimp paste, red chili, kafir lime leaves)', '1 Tbsp sweet soya sauce', 'Pinch of salt', 'Pinch of ground white pepper', 'Sambal (Balinese condiment)', 'Corn chips']"
227,ITA_01,"['200 gms Pasta', '1 medium Onion, chopped', '1 medium Red Bell Pepper, chopped', '1 cup Broccoli', '0.5 cup Corn', '0.5 cup Cream', '2  Garlic Cloves, grated', '0.5 cup Cheese, grated', 'to taste Salt', '0.5 tsp Black Pepper Powder', '1 tsp Oregano', '0.5 tsp Red Chilli Flakes', '2 tbsp Butter', '1 cup Milk', '0.25 cup Olives']"
228,ITA_02,"['350 gms boiled pasta of your own choice', '250 gram carrots, chopped into small pieces', '2 small tomatoes', '1 medium-sized onion cut into quarters', '4  garlic cloves, chopped', 'Olive oil or oil of your choice', '1 cup Vegetable broth', 'Spices (Salt, black, white, and cayenne pepper)', 'One cup of fresh cream (optional)', 'Dried herbs and oregano (optional)']"
229,ITA_03,"['2 Cups your favourite pasta', '2 tbsp olive oil', '2 cups vegetables (broccoli, corn, bell peppers, mushrooms, etc.)', '2 tbsp butter', '2 tbsp all-purpose flour', '2 cup milk', '2 cups shredded cheese (cheddar, mozzarella, parmesan, or a mix)', 'Salt and pepper to taste']"
